Code,Description
"15036","Babusheri"
"15037","Satu Mare Airport"
"15039","Sui Airport"
"15040","Sumter Airport"
"15041","Friedman Memorial"
"15042","Sunriver Airport"
"15043","Spirit of St. Louis"
"15044","Sumbawanga Airport"
"15045","Travis AFB"
"15046","Nausori International"
"15047","Richard I Bong"
"15048","Sioux Gateway/Col. Bud Day Field"
"15049","Savoonga Airport"
"15050","Sambava Airport"
"15051","Grant County"
"15052","E. T. Joshua"
"15053","Sola"
"15054","Statesville Regional"
"15055","Helle"
"15056","Savonlinna Airport"
"15057","Hunter AAF"
"15058","Sheremetyevo"
"15059","Kuito Airport"
"15060","Seville Airport"
"15061","Stevens Village Airport"
"15062","Savusavu Airport"
"15063","Sparrevohn LRRS"
"15064","Koltsovo"
"15065","Juan Vicente Gomez International"
"15066","Waisha"
"15067","Shaw River Airport"
"15068","Stawell Airport"
"15069","Seward Airport"
"15070","Stewart International"
"15072","Segrate"
"15073","Spanish Wells Airport"
"15074","Stillwater Regional"
"15075","Sumbawa Besar"
"15076","Swansea Airport"
"15077","Suwon Airport"
"15078","Avenger Field"
"15079","Strasbourg Entzheim"
"15080","West Sale"
"15081","Schoenefeld"
"15082","Senanga Airport"
"15083","Sligo Airport"
"15084","Princess Juliana International"
"15085","Nunam Iqua"
"15086","Soldotna Airport"
"15087","Srinagar Airport"
"15088","Soddu Airport"
"15089","Sidney Municipal"
"15090","Eareckson AS"
"15091","Seal Bay Airport"
"15092","Sydney International"
"15093","Bomar Field-Shelbyville Municipal"
"15094","Stanton Airport"
"15095","Shonai Airport"
"15096","Syracuse Hancock International"
"15097","Saint-Yan Airport"
"15098","Phoenix International"
"15099","Stornoway Airport"
"15100","Shahid Dastghaib International"
"15101","Soyo Airport"
"15102","Sultan Abdul Aziz Shah International"
"15103","Santa Cruz Airport"
"15104","Sheffield City"
"15105","Carsamba"
"15106","Salzburg Airport"
"15107","Skukuza Airport"
"15108","Whiteman AFB"
"15109","Szombathely Airport"
"15110","Santa Paula Airport"
"15111","San Cristobal de Las Casas"
"15112","Schwerin Parchim"
"15113","Bao'an International"
"15114","Goleniow"
"15115","A N R Robinson International"
"15116","Daniel Z. Romualdez"
"15117","Las Animas County"
"15118","Taegu International"
"15119","Tafaraoui"
"15120","Tagbilaran Airport"
"15121","Tanna Island Airport"
"15122","Taiz International"
"15123","Takamatsu Airport"
"15124","Ralph M Calhoun Memorial"
"15125","General Francisco Javier Mina International"
"15127","Liuting"
"15128","Tapachula International"
"15129","Taranto Grottaglie"
"15130","Tashkent Yuzhny"
"15131","Poprad Tatry International"
"15132","Tau Airport"
"15133","Taliabu Airport"
"15134","Tuy Hoa Airport"
"15135","Tabiteuea Airport"
"15136","The Bight"
"15137","Tableland Airport"
"15138","Waynesville-St. Robert Regional Forney Field"
"15139","Tabora Airport"
"15140","Cap. FAP Pedro Canga Rodriguez"
"15141","Statesboro-Bulloch County"
"15142","Tbilisi Airport"
"15143","Tabatinga Airport"
"15144","Fua Amotu International"
"15145","Tabriz International"
"15146","Tennant Creek Airport"
"15147","Treasure Cay Airport"
"15148","Tucumcari Municipal"
"15149","Delta Dunarii"
"15150","Tocoa Airport"
"15151","Tchibanga Airport"
"15152","Tenerife Metropolitan Area"
"15153","Tuscaloosa Regional"
"15154","McChord Field"
"15155","Tehuacan Airport"
"15156","La Florida"
"15157","Taba International"
"15158","Coronel Carlos Ciriani Santa Rosa International"
"15159","Truth Or Consequences Municipal"
"15160","Takotna Airport"
"15161","San Luis de Palenque"
"15162","Tte Av Jorge Henrich Arauz International"
"15163","Person County"
"15164","Tradewind"
"15165","Metcalf Field"
"15166","Tela Airport"
"15167","Teterboro Airport"
"15168","Thisted Airport"
"15170","Tetlin Airport"
"15171","Tatitlek Airport"
"15173","Teptep Airport"
"15174","Lajes Airport"
"15175","Tete Chingodzi"
"15176","Te Anau Airport"
"15177","Telluride Regional"
"15178","Tezpur Airport"
"15179","Tefe Airport"
"15180","Tufi Airport"
"15181","Tenerife Norte"
"15182","Tarbes-Lourdes-Pyrenees"
"15183","Tenerife Sur"
"15184","Podgorica Airport"
"15185","Sharpe Field"
"15186","Kuala Trengganu Airport"
"15187","Tongoa Airport"
"15188","Tingo Maria Airport"
"15189","Targu Mures Airport"
"15190","Touggourt/Sidi Mahdi"
"15191","Tanga Airport"
"15192","Toncontin International"
"15194","Francisco Sarabia"
"15195","Tullahoma Regional Airport/William Northern Field"
"15196","Senador Petronio Portella"
"15197","Tempelhof"
"15198","Biloela (Thangool)"
"15199","Trollhattan Vanersborg"
"15200","Hot Springs County Thermopolis Municipal"
"15201","Mehrabad International"
"15202","Thule Air Base"
"15203","York Airport"
"15204","Tahoua Airport"
"15205","Tirana International"
"15206","Turiacu Airport"
"15207","Tippi Airport"
"15208","Taif International"
"15209","Tikehau Airport"
"15210","General Abelardo L. Rodriguez International"
"15211","Tinker AFB"
"15212","Mozes Kilangin"
"15213","Tindouf Airport"
"15214","Tripoli International"
"15215","Tinian International"
"15216","Tirupati Airport"
"15217","Horn Island"
"15218","Timaru Airport"
"15219","Tivat Airport"
"15220","Tacoma Narrows"
"15221","Space Coast Regional"
"15222","Tidjikja Airport"
"15223","Tari Airport"
"15224","Cap Av Oriel Lea Plaza International"
"15225","Trujillo Airport"
"15226","Roshchino"
"15227","Murted"
"15228","Talkeetna Airport"
"15229","Tiko Airport"
"15230","Takoradi Airport"
"15231","Tenakee Airport"
"15232","Truckee Tahoe"
"15233","Branti"
"15234","Takhli Airport"
"15235","Tokeen Airport"
"15236","Tok Junction"
"15237","Chuuk International"
"15238","Taku Seaplane Base"
"15239","Tikal Airport"
"15240","Kigoma Airport"
"15241","Thakurgaon Stol Port"
"15242","Tokushima Airport"
"15243","Tak Airport"
"15244","Turku Airport"
"15245","Teller Airport"
"15246","Licenciado Adolfo Lopez Mateos International"
"15247","Tulear Airport"
"15248","Telida Airport"
"15249","Tallahassee International"
"15250","Tatalina LRRS"
"15252","Lennart Meri Tallinn"
"15253","Zenata-Messali El Hadj"
"15254","Hyeres Le Palyvestre"
"15255","Mefford Field"
"15256","Toulouse Blagnac"
"15257","Tuluksak Airport"
"15258","Ben Gurion"
"15259","Henry Tift Myers"
"15260","Miami Executive"
"15261","Timbedra Airport"
"15262","Tumlingtar Airport"
"15263","Tamale Airport"
"15264","Toamasina"
"15265","Tampere-Pirkkala"
"15266","Aguemar"
"15267","Salazar"
"15268","Trombetas Airport"
"15269","Tamworth Airport"
"15270","Lebanon Municipal"
"15271","Upper Cumberland Regional"
"15272","Ellington"
"15273","Abernathy Field"
"15274","Franklin Wilkins"
"15275","Dyersburg Regional"
"15276","Winchester Municipal"
"15277","Yaoqiang"
"15278","Tin City LRRS"
"15279","Tanegashima Airport"
"15280","Tanger Ibn Batouta International"
"15281","Kidjang"
"15282","Tununak Airport"
"15283","Tainan Airport"
"15284","Twentynine Palms Airport"
"15285","Ivato"
"15286","Dade-Collier Training and Transition"
"15287","Newton Municipal Earl Johnson Field"
"15288","Stung Treng Airport"
"15289","Zamperini Field"
"15290","Tobruk Airport"
"15292","Nefta"
"15293","Togiak Airport"
"15294","Torrejon AFB"
"15295","Toledo Express"
"15296","Tombouctou Airport"
"15297","Philip Billard Municipal"
"15298","Barriles"
"15299","Torrington Municipal"
"15300","Langnes"
"15301","Touho Airport"
"15302","Tortola West End Seaplane Base"
"15303","Toyama Airport"
"15304","Tampa International"
"15305","Allen Air Park"
"15306","Taiwan Taoyuan International"
"15307","Peter O'Knight"
"15308","Tonopah Airport"
"15309","Tapini Airport"
"15310","Draughon-Miller Central Texas Regional"
"15312","Tarapoto Airport"
"15313","Tepic Airport"
"15314","Tom Price Airport"
"15315","Trapani/Birgi"
"15316","Turbo Airport"
"15317","Torreon International"
"15318","Vaernes"
"15319","Tiree Island Airport"
"15320","Torp"
"15321","Tauranga Airport"
"15322","Trona Airport"
"15323","Tri Cities"
"15324","Juwata"
"15325","Jacqueline Cochran Regional"
"15326","Torino"
"15327","Taree Airport"
"15328","China Bay"
"15329","Trieste Airport"
"15331","Capitan Carlos Martinez de Pinillos"
"15332","Thiruvananthapuram International"
"15333","Bonriki International"
"15334","Tiruchirappalli International"
"15335","Taipei Songshan"
"15336","Tsumeb Airport"
"15337","Nursultan Nazarbayev International"
"15338","Treviso"
"15339","Tanacross Airport"
"15340","Tshikapa Airport"
"15341","Tsushima Airport"
"15342","Taos Regional"
"15343","Binhai"
"15344","Tehachapi Municipal"
"15345","Traian Vuia"
"15346","East 34th Street Heliport"
"15348","Townsville Airport"
"15349","Tortoli Arbatax"
"15350","Argolla"
"15351","Portland Troutdale"
"15352","Tartagal Airport"
"15353","Thumrait Airport"
"15354","Tottori Airport"
"15355","Turtle Island Airport"
"15356","Trenton Mercer"
"15358","Tsaratanana Airport"
"15359","Fongnian"
"15360","Tetouan/Sania Ramel"
"15361","Tulcan Airport"
"15362","Tubuai Is Fr. Polynesia"
"15363","Tucuman Airport"
"15364","Tambacounda Airport"
"15365","Tours Val de Loire"
"15366","Tuguegarao Airport"
"15367","Arnold AFB"
"15368","Turaif Airport"
"15369","Turbat International"
"15370","Tulsa International"
"15371","Tumut Airport"
"15372","Carthage"
"15373","Taupo Airport"
"15374","Tupelo Regional"
"15375","Tucurui Airport"
"15376","Tucson International"
"15377","Tauta Airport"
"15378","Prince Sultan Bin Abdulaziz"
"15379","Morafenobe Airport"
"15380","Cherry Capital"
"15381","Thief River Falls Regional"
"15382","Thomasville Regional"
"15383","Lake Tahoe Airport"
"15384","Matei"
"15385","Twin Hills Airport"
"15386","Toowoomba Airport"
"15387","Jefferson County International"
"15388","Taylor Airport"
"15389","Joslin Field - Magic Valley Regional"
"15390","Two Harbors Airport"
"15392","Tawau Airport"
"15393","Mesquite Metro"
"15394","Denver City Airport"
"15395","Port Isabel - Cameron County"
"15396","Bruce Field"
"15397","Cleburne Regional"
"15398","Horseshoe Bay Resort"
"15399","Post Garza County Municipal"
"15400","Taichung Airport"
"15401","Texarkana Regional-Webb Field"
"15402","Tegel"
"15403","Tunxi Airport"
"15404","Tabou Airport"
"15405","Tibooburra Airport"
"15406","Tyonek Airport"
"15408","Capitan FAP Victor Montes International"
"15409","Wusu"
"15410","Tokyo Metropolitan Area"
"15411","Tyler Pounds Regional"
"15412","McGhee Tyson"
"15413","Taylor Airport"
"15414","Belize Municipal"
"15415","Maya Beach Airport"
"15416","Tuzla Airport"
"15417","Congo Town Airport"
"15418","Trabzon Airport"
"15419","Incirlik AB"
"15420","Ua Huka Airport"
"15421","Narsarsuaq Airport"
"15422","Andersen AFB"
"15423","San Juan Airport"
"15424","Samburu Airport"
"15425","Uaxactun Airport"
"15426","Mario de Almeida Franco"
"15427","Chatham Municipal"
"15428","Yamaguchi Ube"
"15429","Ubon Ratchathani Airport"
"15430","Columbus-Lowndes County"
"15431","Oneida County"
"15433","Everett-Stewart Regional"
"15434","Bermuda Dunes Airport"
"15435","Darlington County"
"15436","Uberlandia Airport"
"15437","Udaipur Airport"
"15438","Quelimane Airport"
"15439","Kumejima Airport"
"15440","Waukesha County"
"15441","Samungli International"
"15442","Ufa Airport"
"15443","Ugashik Airport"
"15444","Ugashik Bay"
"15445","Urgench Airport"
"15446","Uganik Airport"
"15447","Waukegan National"
"15448","Ugashik Airport"
"15449","Uherske Hradiste Airport"
"15450","Upper Heyford Airport"
"15451","El Carano"
"15452","Phu Cat"
"15453","Utila Island Hond."
"15454","Quincy Regional-Baldwin Field"
"15455","Old Mariscal Sucre International"
"15456","Quimper Pluguffan"
"15457","Kobe"
"15458","Ukiah Municipal"
"15459","San Julian Airport"
"15460","Los Cerrillos"
"15461","Ulithi Airport"
"15462","New Ulm Municipal"
"15463","Chinggis Khaan International"
"15464","Heriberto Gil Martinez"
"15465","Ulysses Airport"
"15466","Ulyanovsk Vostochny"
"15467","North Shore"
"15468","Uummannaq Airport"
"15469","Umea Airport"
"15470","Summit Airport"
"15471","Woomera Airport"
"15472","Umiat Airport"
"15473","Umuarama Airport"
"15475","Kunduz"
"15476","Kiunga Airport"
"15477","Union Island Airport"
"15478","Unalakleet Airport"
"15479","Umnak Airport"
"15480","Unst Airport"
"15481","University-Oxford"
"15482","Hasanuddin"
"15483","Uruapan Airport"
"15484","Upolu"
"15485","The Queens"
"15486","Uralsk Airport"
"15487","Urubupunga Airport"
"15488","Diwopu"
"15489","Rubem Berta"
"15490","Rouen Vallee de Seine"
"15491","Surat Thani Airport"
"15492","Guriat"
"15493","Islas Malvinas"
"15494","Usi Belli Coal Mine"
"15495","Samui"
"15496","Ulsan Airport"
"15497","Northeast Florida Regional"
"15498","Heber City Municipal - Russ McDonald Field"
"15499","Muttaburra Airport"
"15500","Udon Thani Airport"
"15501","Utirik Island"
"15502","Tunica Municipal"
"15503","Upington International"
"15504","Indian Mountain LRRS"
"15505","U-Tapao Pattaya International"
"15506","Mthatha Airport"
"15507","Queenstown Airport"
"15508","North Kuparuk"
"15509","Khomutovo"
"15510","Manumu Airport"
"15511","Garner Field"
"15512","Ouvea Ouloup"
"15513","Hewanorra International"
"15514","New Valley"
"15515","Lik Camp Airport"
"15516","Fassberg Airport"
"15517","Hawley Municipal"
"15518","Chowchilla Airport"
"15519","Faulkton Municipal"
"15520","Stanford Field"
"15521","Dutch John Airport"
"15522","Antonov 2 International"
"15523","Calder Bay Airport"
"15524","Central Kentucky Regional"
"15525","Petaluma Municipal"
"15526","Chariot Airport"
"15527","47-Mile Mine Airport"
"15528","Big Sandy Regional"
"15529","Fitchburg Municipal"
"15530","Stennis International"
"15531","Gilze-Rijen Airport"
"15532","Monument Valley Airport"
"15533","Cimarron Municipal"
"15534","Lorain County Regional"
"15535","Cheboygan County"
"15536","Enterprise Municipal"
"15537","Putnam County"
"15538","Hot Springs Airport"
"15539","Circle Town County"
"15540","Garrison Municipal"
"15541","Angel S Adami"
"15543","Nyala Airport"
"15544","Curuzu Cuatia Airport"
"15545","Emporia Greensville Regional"
"15546","Chesapeake Regional"
"15547","Mountain Empire"
"15548","Leesburg Executive"
"15549","Vaasa Airport"
"15550","Moody AFB"
"15552","Valence Chabeuil"
"15553","Vanimo Airport"
"15554","Chevak Airport"
"15555","Van Airport"
"15556","Suavanao Airport"
"15557","Varna Airport"
"15558","Sivas Airport"
"15559","Vava'u International"
"15561","Vandenberg AFB"
"15562","Brescia Montichiari"
"15563","Visby Airport"
"15564","Can Tho International"
"15565","View Cove Airport"
"15566","Marco Polo International"
"15567","Viracopos International"
"15568","Carora Airport"
"15569","Victoria Regional"
"15570","Southern California Logistics"
"15571","Ovda Airport"
"15572","Vitoria Da Conquista Airport"
"15573","Hierro"
"15574","Vidalia Regional"
"15575","Viedma Airport"
"15576","Valle de la Pascua Airport"
"15577","Villa Dolores Airport"
"15578","Vadso Airport"
"15579","Valdez Pioneer Field"
"15581","Venetie Airport"
"15582","Vernal Regional"
"15583","Roy Otten Memorial Airfield"
"15584","General Heriberto Jara International"
"15585","Vestmannaeyjar Airport"
"15586","Victoria Falls International"
"15587","Vijayawada Airport"
"15588","Vigo Airport"
"15589","North Las Vegas"
"15590","Vilhelmina Airport"
"15591","Vichy Charmeil"
"15593","Vicenza Airport"
"15594","Vidin Airport"
"15595","Vienna International"
"15596","Juan Pablo Perez Alfonzo"
"15597","Rolla National"
"15598","Virgin Gorda Airport"
"15599","Kavik River Airport"
"15600","Dakhla International"
"15601","Visalia Municipal"
"15602","Vitoria Airport"
"15603","Eurico de Aguiar Salles"
"15604","Vnukovo"
"15605","Vicksburg Municipal"
"15606","Valencia Airport"
"15607","Valdosta Regional"
"15608","Port Vila Airport"
"15609","Valladolid Airport"
"15610","Arturo Michelena International"
"15612","Vallenar Airport"
"15613","Dr. Antonio Nicolas Briceno"
"15614","Mercedes"
"15615","Venice Municipal"
"15616","Vilnius International"
"15617","Lal Bahadur Shastri Varanasi International"
"15618","Van Nuys Airport"
"15619","Gumrak"
"15620","Volk Field"
"15621","Volos Airport"
"15622","Cartersville Airport"
"15623","Ondjiva Airport"
"15624","Eglin AFB Destin Fort Walton Beach"
"15625","Porter County Regional"
"15626","Antonio Rivera Rodriguez"
"15627","Juan Gualberto Gomez International"
"15628","Vero Beach Regional"
"15629","Virac Airport"
"15630","Varkaus Airport"
"15631","Villafranca"
"15632","C. P. A. Carlos Rovirosa International"
"15633","Viseu Airport"
"15634","Hartness State"
"15635","Vasteras Airport"
"15636","Wattay International"
"15637","Miller Field"
"15638","Vishakhapatnam"
"15639","Stanly County"
"15640","Pearson Field"
"15641","Alfonso Lopez Pumarejo"
"15642","Gomez Nino Apiay AB"
"15643","Viru Viru International"
"15644","Vastervik Airport"
"15645","Knevichi"
"15646","Headland Municipal"
"15647","Myrtle Creek Municipal"
"15648","Sumner County Regional"
"15649","Hanford Municipal"
"15650","Lake Chelan"
"15651","Custer County"
"15652","Tillamook"
"15653","Odessa Schlemeyer Field"
"15654","California City Municipal"
"15655","McNeil"
"15656","Saratoga County"
"15657","Nary National Shefland Field"
"15658","Weed Airport"
"15659","Avi Suquilla"
"15660","Arlington Municipal"
"15661","Bernard Usfs"
"15662","Kingdon Airpark"
"15663","Independence Airport"
"15664","Colonel James Jabara"
"15665","Jimmy Carter Regional"
"15668","Deer Lodge-City-County"
"15669","South Texas Regional at Hondo"
"15670","Landsberg-Lech"
"15671","Granite Creek Mine Airport"
"15672","Sao Pedro International"
"15673","Smaland"
"15674","Vryheid Airport"
"15675","Illinois Valley Regional"
"15676","Marvel Creek Mine Airport"
"15677","Mitrofania Airport"
"15678","Mush Bay Airport"
"15679","Campbell Lagoon Airport"
"15680","Frazer Lake Airport"
"15681","Afognak Straits Airport"
"15682","Moffet Bay Airport"
"15683","Mineola Wisener Field"
"15684","Brundidge Municipal"
"15685","Payette Municipal"
"15687","Los Alamitos AAF"
"15688","Jensens Strip Airport"
"15689","Wildman Creek Airport"
"15690","Stepovak Airport"
"15692","Puale Bay Airport"
"15693","Katmai Bay Airport"
"15694","Kashvik Bay Airport"
"15695","Cinder Mountain Airport"
"15696","Hagemeister Island Airport"
"15697","Cape Peirce Airport"
"15698","Cape Greig Airport"
"15699","Kasba Lake Airport"
"15700","Katmai Lodge Airport"
"15701","South St. Paul Municipal-Richard E. Fleming Field"
"15703","Mansfield Airport"
"15704","Bayview Farms"
"15705","Isaacson"
"15706","Methow Valley State"
"15707","Stehekin Seaplane Landing"
"15708","Chelan Seaplane Landing"
"15709","Wales Airport"
"15710","Wabag Airport"
"15711","Andriamena Airport"
"15712","Whanganui"
"15713","Wallops Flight Facility"
"15714","Warsaw Municipal"
"15715","Washington DC Metropolitan Area"
"15716","Waterford Airport"
"15717","Wave Hill Old"
"15718","Warsaw Chopin"
"15720","Wahai Airport"
"15721","Stebbins Airport"
"15722","Commerce/Montebello Heliport"
"15723","Wapenamanda Airport"
"15724","Woburn Airport"
"15725","Beaver Airport"
"15726","Roben-Hood"
"15727","Bennettsville Airport"
"15728","Downtown Airport"
"15729","Gamboa"
"15730","Whalers Cove Lodge Airport"
"15731","Chandalar Lake"
"15732","Wide Bay Airport"
"15734","Enid Woodring Regional"
"15735","Hosea Kutako International"
"15736","Waldronaire"
"15737","Barrow County"
"15738","Dashuipo Airport"
"15739","Weipa Airport"
"15740","Welkom Airport"
"15741","Ketchikan Waterfront Seaplane Base"
"15744","Wagga Wagga Airport"
"15745","Walgett Airport"
"15746","Bahia Tortugas Airport"
"15747","Isle Baltra Off-Line Point"
"15749","Winchester Regional"
"15750","Mau Hau"
"15751","Northern Aroostook Regional"
"15754","Hyder Seaplane Base"
"15755","Whakatane Airport"
"15756","Franz Josef Airport"
"15758","Vail/Avon"
"15759","Wharton Regional"
"15760","Black River Falls Area"
"15761","Price County"
"15762","Wilbur Airport"
"15763","Wick Airport"
"15766","Nairobi/Wilson"
"15767","Winton Airport"
"15768","Woja Airport"
"15769","General William J. Fox Airfield"
"15772","Wanaka Airport"
"15773","Wakkanai Airport"
"15774","Aleknagik New"
"15775","Waikoloa Heliport"
"15776","Hwange National Park"
"15777","Wakunai Airport"
"15778","Walker's"
"15779","Penns Landing Seaplane Base"
"15781","Labouchere Bay Airport"
"15782","Strother Field"
"15783","Wellington International"
"15784","Walaha Airport"
"15785","Selawik Airport"
"15786","Waltham Hospital Heliport"
"15787","Wallis Hihifo"
"15789","Willows Glenn County"
"15790","Warrnambool Airport"
"15791","Winnemucca Municipal"
"15792","Baxter County"
"15793","Meyers Chuck Seaplane Base"
"15794","White Mountain Airport"
"15795","Avaratra"
"15798","Napakiak Airport"
"15799","Wunnumin Lake Airport"
"15800","Naga Airport"
"15801","Windorah Airport"
"15802","Nawabshah"
"15804","Longwan"
"15805","Wood River Airport"
"15807","Willow Airport"
"15810","Wipim Airport"
"15812","Guardiamarina Zanartu"
"15813","Ovid Airport"
"15814","Mandan Municipal"
"15815","Ravalli County"
"15816","Tulelake Municipal"
"15817","Dinsmore Airport"
"15818","Rigby Airport"
"15819","Hesperia Airport"
"15820","Butte Valley"
"15821","Connell City"
"15822","Peard Bay Airport"
"15823","Townsend Airport"
"15824","Bluff Airport"
"15825","Chennault International"
"15826","Taylor County"
"15827","Rosamond Skypark"
"15828","Oceano County"
"15829","Custer State Park"
"15830","Tibbetts"
"15831","Poplar Municipal"
"15832","Bridger Municipal"
"15833","Portales Municipal"
"15835","David River Airport"
"15836","Kiavak Airport"
"15837","Port Wakefield Airport"
"15838","Chignik Lake Airport"
"15839","Robins AFB"
"15840","Whangarei Airport"
"15841","Wrangell Airport"
"15842","McGuire Field"
"15843","Worland Municipal"
"15845","Strachowice"
"15846","Steamboat Bay Airport"
"15847","Washington County"
"15848","Brookhaven"
"15849","Wasilla Airport"
"15850","San Juan Airport"
"15852","Wiseman Airport"
"15853","South Naknek 2"
"15854","Waspam Airport"
"15855","Westerly State"
"15856","Westsound Airport"
"15857","Whitsunday Airstrip"
"15858","Westport Airport"
"15859","World Trade Center Heliport"
"15860","West End Airport"
"15861","Noatak Airport"
"15862","Tuntutuliak Airport"
"15863","RAF Waddington"
"15864","Whiteriver Airport"
"15865","Tsiroanomandidy Airport"
"15866","Whittier Airport"
"15867","Wau Airport"
"15868","Tianhe"
"15869","Duchesne Municipal"
"15870","Avco"
"15871","Wau Airport"
"15872","Shuofang"
"15873","Mcs-Pad Heliport"
"15874","Washington-Virginia"
"15875","Walvis Bay Airport"
"15877","Watsonville Municipal"
"15878","Manakara Airport"
"15879","Waterville Robert Lafleur"
"15881","Wasilla Airport"
"15882","Cape May County"
"15883","Wewak International"
"15885","Whale Pass Airport"
"15886","West Woodward"
"15887","Newtok Airport"
"15892","Ralph Wenz Field"
"15893","Whyalla Airport"
"15894","Yes Bay Lodge Seaplane Base"
"15895","Yengema Airport"
"15896","Wyndham Airport"
"15897","Yellowstone"
"15899","Nassau Seaplane Base"
"15900","Alamos Airport"
"15901","Chapeco Airport"
"15902","Bearskin Lake Airport"
"15903","Brockville Regional Tackaberry"
"15904","Christmas Island Airport"
"15905","Cluff Lake Airport"
"15906","Chalons Vatry"
"15907","Americana"
"15908","Qingshan"
"15910","Xianyang"
"15913","Saint Louis"
"15914","Lemwerder Airport"
"15915","Madison Municipal"
"15916","Manihi Airport"
"15917","Gaoqi"
"15918","Marmande Virazeil"
"15919","Northwest Arkansas Regional"
"15920","Quang Ngai Airport"
"15921","Xining Airport"
"15923","Palmerola Air Base"
"15924","Joint Base Balad"
"15925","Quepos Airport"
"15926","Richmond AFB"
"15927","Reston Airport"
"15928","Jerez"
"15929","South Caicos International"
"15930","Tonopah Test Range"
"15931","St. Mary's County Regional"
"15932","Seletar Airport"
"15933","Xuzhou Airport"
"15934","Granite Point Ndb"
"15936","Yantarni Bay Airport"
"15937","Emmen Airport"
"15938","Copalis State"
"15939","Jerome County"
"15941","Aztec Municipal"
"15943","Dexter Regional"
"15944","Port Orchard Airport"
"15945","McCarley Field"
"15946","Riyadh Military"
"15947","William P Gwinn"
"15948","Kimball Municipal/Robert E. Arraj Field"
"15949","Prince Sultan AB"
"15950","Iwakuni MCAS"
"15952","Oliktok LRRS"
"15953","Nushagak Bay Airport"
"15954","Perry County"
"15956","Teton Peaks"
"15961","Manchester Woodford"
"15963","Smiley Johnson Municipal/Bass Field"
"15964","Lakewood Airport"
"15966","Arthur D. Little Heliport"
"15968","Al Udeid AB"
"15971","Ells Field-Willits Municipal"
"15972","General Dick Stout Field"
"15973","Lampson Field"
"15975","Mariposa-Yosemite"
"15976","Hobby Field"
"15977","Polson Airport"
"15978","Ashland Municipal-Sumner Parker Field"
"15979","Decatur Shores"
"15980","Lake City Gateway"
"15981","Mena Intermountain Municipal"
"15982","Rohnerville"
"15983","Black Rock"
"15984","Yandina Airport"
"15986","Anahim Lake Airport"
"15987","Cat Lake Airport"
"15988","Asbestos"
"15989","Fort Frances Municipal"
"15990","La Grande 4 Airport"
"15991","Yakutat Airport"
"15992","Sault Ste. Marie Airport"
"15993","Yaounde Ville"
"15994","Yap International"
"15995","Attawapiskat Airport"
"15996","Kattiniq Donaldson"
"15997","Miners Bay Airport"
"15998","St. Anthony Airport"
"15999","Long Beach"
"16000","Banff Airport"
"16001","Kugaaruk Airport"
"16002","Baie Comeau Airport"
"16003","Uranium City Airport"
"16004","Bagotville"
"16005","Baie Johan Beetz Airport"
"16006","Baker Lake Airport"
"16007","Campbell River Airport"
"16008","Bronson Creek Airport"
"16009","Brandon Municipal"
"16010","Opapimiskan Lake Airport"
"16011","Brochet Airport"
"16012","Berens River Airport"
"16013","Blanc Sablon Airport"
"16014","Cambridge Bay Airport"
"16015","Cornwall Regional"
"16016","Nanaimo Airport"
"16017","Cortes Bay Airport"
"16018","Castlegar West Kootenay Regional"
"16019","Miramichi Airport"
"16020","Cape Saint James Airport"
"16021","Colville Lake Tommy Kochon"
"16022","Charlo Airport"
"16023","Niagara District"
"16024","Cochrane Airport"
"16025","Kugluktuk"
"16026","Cross Lake Airport"
"16027","Chesterfield Inlet Airport"
"16028","Clyde River Airport"
"16029","Dawson City Airport"
"16030","Burwash"
"16031","Deer Lake Airport"
"16032","Dease Lake Airport"
"16033","Dauphin Barker"
"16034","Nain Airport"
"16035","Dawson Creek Airport"
"16036","Desolation Sound Marine Park"
"16038","Riviere-Du-Loup Airport"
"16039","Edmonton Metropolitan Area"
"16040","Yecheon Airport"
"16041","Edmonton Namao Heliport"
"16042","Edmonton International"
"16043","Arviat Airport"
"16044","Elliot Lake Municipal"
"16045","Manitoulin East Municipal"
"16046","Yeovilton Airport"
"16047","Fort Severn Airport"
"16048","Eureka Airport"
"16049","Inuvik Airport"
"16050","Iqaluit Airport"
"16051","Fredericton International"
"16052","Flin Flon Airport"
"16053","Fort Resolution Airport"
"16054","Fort Simpson Airport"
"16055","Gagnon Airport"
"16056","Texada Gillies Bay"
"16057","Gorge Harbor Airport"
"16058","Ganges Harbor Airport"
"16059","Fort Good Hope Ice Strip"
"16060","Miho"
"16061","Kingston Airport"
"16062","La Grande Riviere"
"16063","Greenway Sound Airport"
"16064","Michel Pouliot"
"16065","Geraldton Greenstone Regional"
"16066","Iles de la Madeleine Airport"
"16067","Igloolik Airport"
"16068","Havre St. Pierre Airport"
"16069","Kuujjuarapik Airport"
"16070","Gillam Airport"
"16072","Grise Fiord Airport"
"16073","Port Hope Simpson Airport"
"16074","Dryden Regional"
"16075","Hearst Municipal"
"16076","Harbor"
"16077","Ulukhaktok Holman"
"16078","John C. Munro Hamilton International"
"16079","Hornepayne Municipal"
"16080","Harrington Harbour Airport"
"16081","Sechelt Airport"
"16082","Haines Junction Airport"
"16083","St. Hubert"
"16084","Hay River Merlyn Carter"
"16085","Halifax Stanfield International"
"16086","Atikokan Municipal"
"16087","St Augustin"
"16088","Big Bay Marina Airport"
"16089","Yichang Sanxia"
"16090","Pond Inlet Airport"
