Code,Description
"12630","Krabi Airport"
"12631","Chignik Bay"
"12632","Kuche"
"12633","Coffman Cove Seaplane Base"
"12634","Collinsville Airport"
"12635","Chignik Bay Airport"
"12636","Kuching International"
"12637","Fairfax Municipal"
"12638","Chignik Lagoon Airport"
"12639","Chernofski Harbor"
"12641","Chignik Lake"
"12642","Colorado Creek Airport"
"12644","Kochi Airport"
"12645","Kandahar Airport"
"12646","N Djole Airport"
"12647","Kodiak Municipal"
"12648","Kamphang Saen Airport"
"12649","Nanwalek Airport"
"12650","Kaedi Airport"
"12651","Keflavik International"
"12652","Kenmore Air Harbor"
"12653","Ekwok Airport"
"12654","Kiel/Holtenau"
"12655","Kemi Tornio"
"12656","Kenema Airport"
"12657","Odienne IV Coast"
"12658","Nepalgunj"
"12659","Kerman Airport"
"12661","Ocean Reef Club"
"12662","Kiffa Airport"
"12663","False Pass Airport"
"12664","Kananga Airport"
"12665","Kingscote Airport"
"12666","Khrabrovo"
"12667","Karaganda Airport"
"12668","Kedougou Airport"
"12669","Kalgoorlie Airport"
"12670","Karonga Airport"
"12671","Koliganek Airport"
"12672","Kigali International"
"12674","Kos Airport"
"12675","Keningau Airport"
"12676","Grayling Airport"
"12677","Glacier Creek Airport"
"12679","Kherson Airport"
"12680","Kaohsiung International"
"12681","Jinnah International"
"12682","Khark Island"
"12683","Kanti"
"12684","Changbei International"
"12685","Khabarovsk Novy"
"12686","Ivanof Bay Seaplane Base"
"12687","Kristianstad Airport"
"12688","Kieta"
"12689","Kish Island Airport"
"12690","Niigata Airport"
"12691","Kirkuk Airport"
"12692","Kimberley Airport"
"12693","Norman Manley International"
"12694","Kerry"
"12695","Kisumu Airport"
"12696","Alexandros Aristotelous Onassis"
"12697","Chisinau International"
"12698","Kitwe/Nkana"
"12699","Kansai International"
"12700","Kilwa Masoko"
"12701","Yemelyanovo"
"12702","Wevelgem"
"12703","Ching Chuan Kang AB"
"12704","Koyuk Alfred Adams"
"12705","Kitoi Bay Airport"
"12706","Khon Kaen Airport"
"12707","Kerikeri Airport"
"12708","Kongiganak Airport"
"12709","Akiachak Airport"
"12710","Kitakyushu Airport"
"12711","Kalakaket Creek AS"
"12712","Karluk Lake Seaplane Base"
"12713","Hoybuktmoen"
"12714","Kaikohe Airport"
"12716","Ekuk Airport"
"12717","Kikwit Airport"
"12718","Kalabo Airport"
"12719","Kalskag Airport"
"12720","Levelock Airport"
"12721","Larsen Bay Airport"
"12722","Kalibo International"
"12723","Kelp Bay Airport"
"12724","Kalmar Airport"
"12725","Southwest Washington Regional"
"12726","Klagenfurt Airport"
"12727","Karlovy Vary Airport"
"12728","Klawock Airport"
"12729","Kalamata Airport"
"12730","Kerema Airport"
"12731","King Saud AB"
"12732","Kamina Airport"
"12733","Wujiaba"
"12734","Miyazaki Airport"
"12735","Kumamoto Airport"
"12736","Kamina Base"
"12737","Manokatak Seaplane Base"
"12738","Keetmanshoop Airport"
"12739","Komatsu Airport"
"12740","Kumasi Airport"
"12741","Kisimayo"
"12742","Khamis Mushait Airport"
"12743","Moser Bay Airport"
"12744","Kaoma Airport"
"12745","Kanab Municipal"
"12746","Kindu Airport"
"12748","Kokhanok Airport"
"12749","Kankan Airport"
"12751","Capanda Dam"
"12752","King Island Airport"
"12753","Kennett Memorial"
"12754","Kanpur/Chakeri"
"12755","New Stuyahok Airport"
"12756","Kununurra Airport"
"12757","Kenieba Airport"
"12758","Ellison Onizuka Kona International at Keahole"
"12760","El Tari"
"12761","Koolatah Airport"
"12762","Kirkwall Airport"
"12763","Kagoshima Airport"
"12764","Kokkola Pietarsaari"
"12765","Kontum Airport"
"12766","Nakhon Phanom Airport"
"12767","Kokoro Airport"
"12768","Kompongsom Airport"
"12769","Kotlik Airport"
"12770","Ganzhou Airport"
"12771","Olga Bay Seaplane Base"
"12772","Ouzinkie Airport"
"12773","Point Baker Airport"
"12774","Port Clarence CGS"
"12775","Pauloff Harbor Airport"
"12776","Kapit Airport"
"12777","Parks Seaplane Base"
"12778","Napamute Airport"
"12779","Kipnuk Airport"
"12780","Pohang Airport"
"12781","Kalpower"
"12782","Port Williams Airport"
"12783","Kempsey Airport"
"12784","Perryville Airport"
"12785","Port Bailey Airport"
"12786","Akutan Airport"
"12787","Karumba Airport"
"12788","Kramfors Solleftea"
"12789","John Paul II - Balice"
"12790","Kasitsna"
"12791","Kiruna Airport"
"12792","Karup Airport"
"12793","Pashkovskiy"
"12794","Kjevik"
"12795","Khartoum Airport"
"12796","Coffey County"
"12798","Kosrae Airport"
"12799","Kosice International"
"12800","Karlstad Airport"
"12801","Kasese Airport"
"12802","Kassel Calden"
"12803","Shahid Ashrafi Esfahani"
"12804","Kissidougou Airport"
"12805","Karshi South"
"12806","Kassala Airport"
"12807","St. Mary's Airport"
"12809","Kastoria Airport"
"12810","Kosipe Airport"
"12811","Karshi Khanabad"
"12812","Federal No.1"
"12813","Kvernberget"
"12814","Karratha Airport"
"12815","Thorne Bay Seaplane Base"
"12817","Kitale Airport"
"12818","Tribhuvan International"
"12819","Ketchikan International"
"12820","Tinson Pen"
"12821","Katherine Airport"
"12822","Brevig Mission Airport"
"12823","Kittila Airport"
"12824","Pyrzowice"
"12826","Kuantan Airport"
"12827","Kudat Airport"
"12828","Kurumoch"
"12829","Kushiro Airport"
"12830","Kawau Island Airport"
"12831","Kasigluk Airport"
"12832","Kuala Lumpur International"
"12833","Yakushima Airport"
"12834","Kaunas International"
"12835","Kuopio Airport"
"12836","Kunsan AB"
"12837","Kugururok River Airport"
"12838","Kamusi Airport"
"12840","Megas Alexandros International"
"12841","King Cove Airport"
"12843","Kavieng Airport"
"12844","Kivalina Airport"
"12845","Bucholz AAF"
"12846","Longdongbao"
"12847","Waterfall Seaplane Base"
"12849","Kuwait International"
"12850","Gwangju Airport"
"12851","Kwigillingok Airport"
"12852","Liangjiang"
"12853","Quinhagak Airport"
"12854","West Point Village"
"12855","Kwethluk Airport"
"12856","Kolwezi Airport"
"12857","Kasaan Seaplane Base"
"12858","Komsomolsk South"
"12859","Stuart Powell Field"
"12860","Sturgis Municipal"
"12861","Mount Sterling - Montgomery County"
"12862","Henderson City - County"
"12863","Madisonville Regional"
"12864","Konya Airport"
"12865","Yankee Creek 2"
"12866","Karluk Airport"
"12867","Kayes Airport"
"12868","Koyukuk Airport"
"12869","Zachar Bay Airport"
"12870","Kizhuyak Airport"
"12871","Filippos"
"12872","Kazan Airport"
"12873","Lamar Municipal"
"12874","Lab Lab Airport"
"12875","Pulau Layang-Layang Airport"
"12876","Luanda 4 de Fevereiro"
"12877","Nadzab"
"12878","Purdue University"
"12879","Lannion Airport"
"12880","Lages Airport"
"12881","Aklavik Airport"
"12882","Lakeland Linder Regional"
"12883","Los Alamos Airport"
"12884","Capital Region International"
"12885","Laoag International"
"12886","General Manuel Marquez de Leon International"
"12887","El Beida"
"12888","Laramie Regional"
"12889","McCarran International"
"12890","Lamu Manda"
"12891","Lawton-Fort Sill Regional"
"12892","Los Angeles International"
"12893","Ladysmith Airport"
"12894","Bom Jesus Da Lapa Airport"
"12895","Leeds Bradford"
"12896","Lubbock Preston Smith International"
"12897","Luebeck Blankensee"
"12898","Arnold Palmer Regional"
"12899","North Platte Regional Airport Lee Bird Field"
"12900","Paris Le Bourget"
"12901","Albi Le Sequestre"
"12902","Liberal Mid-America Regional"
"12903","Long Banga Airport"
"12904","Lambarene Airport"
"12905","Labasa Airport"
"12906","Lumberton Regional"
"12907","Labuan Airport"
"12908","Libreville Leon M'Ba"
"12909","Lubang Airport"
"12910","Saint Nazaire/Montoir"
"12911","Larnaka International"
"12912","Lecce Airport"
"12913","Goloson International"
"12914","A Coruna Airport"
"12915","Lake Charles Regional"
"12916","Laconia Municipal"
"12917","Rickenbacker International"
"12918","La Cumbre Airport"
"12919","Las Canas Airport"
"12920","London City"
"12921","Governador Jose Richa"
"12922","Tarbes-Lourdes-Pyrenees"
"12923","Lord Howe Island Airport"
"12924","Lindi Airport"
"12925","Linden Airport"
"12926","Lidkoping Airport"
"12927","Mason County"
"12928","Lahad Datu Airport"
"12929","Landivisiau Airport"
"12930","Londonderry Airport"
"12931","Learmonth Airport"
"12932","Lebanon Municipal"
"12933","Pulkovo"
"12934","Leesburg International"
"12935","Aleg Airport"
"12936","Le Havre Octeville"
"12937","Almeria Airport"
"12938","Leipzig Halle"
"12939","Labe Airport"
"12941","Leconi Airport"
"12942","Alfredo Vasquez Cobo"
"12943","Bureta Airport"
"12944","Auburn Lewiston Municipal"
"12945","Blue Grass"
"12947","Langley AFB"
"12948","Angelina County"
"12949","Kelafo Airport"
"12950","Francisco Javier Garcia Hevia"
"12951","Lafayette Regional Paul Fournet Field"
"12952","Gnassingbe Eyadema International"
"12953","LaGuardia"
"12954","Long Beach Airport"
"12955","LaGrange-Callaway"
"12956","La Grande/Union County"
"12957","Liege Airport"
"12958","Leigh Creek Airport"
"12959","Deadman's Cay Airport"
"12960","Langkawi International"
"12961","Longmont Municipal"
"12962","Legazpi Airport"
"12963","Lago Agrio Airport"
"12964","Malargue Airport"
"12965","Logan Cache"
"12966","London Gatwick"
"12967","Lahr Airport"
"12968","Lost Harbor Airport"
"12969","Allama Iqbal International"
"12970","Lightning Ridge Airport"
"12971","Fairfield County"
"12972","London Heathrow"
"12973","Lake Havasu City Airport"
"12974","William T. Piper Memorial"
"12975","Zhongchuan"
"12976","La Junta Municipal"
"12977","Liangping Airport"
"12978","Limbunya Airport"
"12979","Limon Municipal"
"12980","Libenge Airport"
"12981","Limoges Bellegarde"
"12982","Lihue Airport"
"12983","Long Island Airport"
"12984","Likiep Island Airport"
"12985","Lille Lesquin"
"12986","Jorge Chavez International"
"12987","Milano Linate"
"12988","Puerto Limon"
"12989","Lisala Airport"
"12990","Daniel Oduber International"
"12991","Lisboa"
"12992","Bill and Hillary Clinton Nat Adams Field"
"12993","Livengood Airport"
"12994","Loikaw Airport"
"12995","Wright AAF/Midcoast Regional"
"12996","Loring International"
"12997","Lodja Airport"
"12998","Sanyi"
"12999","Brazoria County"
"13000","Ljubljana Airport"
"13001","Floyd W Jones Lebanon"
"13002","Lake Union Terminal"
"13003","Kulik Lake Airport"
"13004","Banak"
"13005","Nekempte Airport"
"13006","Leknes Airport"
"13007","Chaudhary Charan Singh Lucknow International"
"13008","Lake Placid Airport"
"13009","Lake County"
"13010","RAF Lakenheath"
"13011","Kallax"
"13012","Lalibella Airport"
"13013","Kamuzu International"
"13015","South Jersey Regional"
"13016","Lake Minchumina Airport"
"13017","Lumi Airport"
"13018","Valle del Fuerte International"
"13019","Limbang Airport"
"13020","RAF Lossiemouth"
"13021","Lampedusa Airport"
"13022","Marsa Brega S21"
"13023","Louisville Winston County"
"13024","Crater Lake Klamath Regional"
"13026","Hunt Field"
"13027","Lonorore Airport"
"13028","Lonely AS"
"13029","Lincoln Airport"
"13030","Kings Land O' Lakes"
"13031","Lonesome Pine"
"13032","Lancaster Airport"
"13033","Lanett Municipal"
"13034","Lanai Airport"
"13035","Linz Airport"
"13036","Lorraine Airport"
"13037","Ciudad de Catamayo"
"13038","Laredo Municipal"
"13039","Derby Field"
"13040","Francisco P.V.Yr"
"13041","London Metropolitan Area"
"13042","Lobatse Airport"
"13043","Murtala Muhammed"
"13044","Bowman Field"
"13045","Venustiano Carranza International"
"13046","London-Corbin Airport-Magee Field"
"13047","Gran Canaria"
"13048","El Alto International"
"13049","Lompoc Airport"
"13050","Saab"
"13051","Liverpool Airport"
"13052","La Porte Municipal"
"13053","Lappeenranta Airport"
"13054","Luang Phabang International"
"13055","Lopez Island Airport"
"13056","Lampang Airport"
"13057","Little Port Walter Airport"
"13058","Pickens County"
"13059","Larissa Airport"
"13060","RAF Laarbruch"
"13061","Laredo International"
"13062","Longreach Airport"
"13063","Little Rock AFB"
"13064","Loring Airport"
"13065","La Rochelle/Laleu"
"13066","Lorica Airport"
"13067","Niamtougou International"
"13068","Casa de Campo International"
"13069","Larson AFB"
"13070","Sharpe AFF"
"13071","Lorient Lann Bihoue"
"13072","Las Cruces International"
"13073","Kiriwina"
"13074","La Florida"
"13075","Blue Grass Station AHP"
"13076","La Crosse Regional"
"13077","Lawson AAF"
"13078","Sumburgh"
"13079","Los Chiles Airport"
"13080","Los Banos Municipal"
"13081","Josefa Camejo International"
"13082","Maria Dolores"
"13083","Lost River 1"
"13084","Terre de Haut"
"13085","Launceston Airport"
"13086","Long Sukang Airport"
"13087","Nellis AFB"
"13088","Lhok Sukon Airport"
"13089","Letaba"
"13090","Latrobe Valley"
"13091","Ghadames Airport"
"13092","Altai Airport"
"13093","Lethem Airport"
"13094","London Luton"
"13095","Loreto International"
"13096","Le Touquet Cote D Opale"
"13097","Altus AFB"
"13098","Lotusvale Airport"
"13099","Lukla Airport"
"13100","Luderitz Airport"
"13101","Lucenec Airport"
"13102","Luke AFB"
"13103","Lugano Airport"
"13104","Lusikisiki Airport"
"13105","Cincinnati Municipal Lunken Field"
"13106","Hesler-Noble Field"
"13108","Kenneth Kaunda International"
"13109","Kalaupapa Airport"
"13110","San Luis Airport"
"13111","Cape Lisburne LRRS"
"13112","Laura Station Airport"
"13113","Luxembourg Airport"
"13114","Livramento Airport"
"13115","Lime Village Airport"
"13116","Harry Mwanga Nkumbula"
"13117","Livermore Municipal"
"13118","Livingston Airport"
"13119","Laverton Airport"
"13120","Las Vegas Municipal"
"13121","Greenbrier Valley"
"13122","Lawrence Municipal"
"13123","Lawrenceburg-Lawrence County"
"13124","Wells Municipal/Harriet Field"
"13125","Lawrence Municipal"
"13126","Lviv International"
"13127","Lewiston Nez Perce County"
"13128","Lewistown Municipal"
"13129","Lawrenceville-Vincennes International"
"13130","Lawas Airport"
"13131","Gonggar"
"13132","Jim Kelly Field"
"13133","Luxor International"
"13134","Lemnos Airport"
"13135","Lake County"
"13136","Edward Bodden"
"13137","Lycksele Airport"
"13138","RAF Lyneham"
"13139","Lynchburg Regional/Preston Glenn Field"
"13140","Lyon Bron"
"13141","Faisalabad International"
"13142","Svalbard"
"13143","Lyon Saint Exupery"
"13144","Ely Municipal"
"13145","London Ashford"
"13146","Lazaro Cardenas Airport"
"13147","Liuzhou Bailian"
"13149","Luzhou Airport"
"13150","Lizard Island Airport"
"13151","Gwinnett County - Briscoe Field"
"13152","Katama Airpark"
"13153","Chennai International"
"13154","Joao Correa Da Rocha"
"13155","Macon Downtown"
"13156","Adolfo Suarez Madrid Barajas"
"13157","Madera Municipal"
"13158","Midland International Air and Space Port"
"13159","Madang Airport"
"13160","Menorca"
"13161","Mangochi Airport"
"13162","Marshall Islands International"
"13163","Malakal Airport"
"13164","General Servando Canales International"
"13165","Manchester Airport"
"13166","Eduardo Gomes International"
"13167","Mamai Airport"
"13169","La Chinita International"
"13170","Momote"
"13171","Matadi Tshimpi"
"13172","Maupiti Fr. Polynesia"
"13173","Malden Regional"
"13174","Matam Ouro Sogui"
"13175","Clarence A Bain"
"13176","Eugenio Maria de Hostos"
"13177","Mombasa Moi International"
"13178","Maryborough Qld"
"13179","Mbeya Airport"
"13180","Sangster International"
"13181","Matupa Airport"
"13182","Manistee County-Blacker"
"13183","Mamburao Airport"
"13184","MBS International"
"13185","Masbate Airport"
"13186","Mbambanakira Airport"
"13187","Maribor Airport"
"13188","Omar N Bradley"
"13189","Maues Airport"
"13190","Macenta Airport"
"13191","McComb/Pike County/John E. Lewis Field"
"13192","McClellan Airfield"
"13193","Mackinac Island Airport"
"13194","Merced Regional/Macready Field"
"13195","Macdill AFB"
"13196","McGrath Airport"
"13197","General Manuel Serrano"
"13198","Kansas City International"
"13199","Maicao Airport"
